"lagoslakeid","site_id","site_legacyid","site_legacyname","site_lat_decdeg","site_lon_decdeg"
330939,"330939-AA","21NDHDWQ_WQX-381373","Hiddenwood Lake - Fish Flesh",47.8486,-101.800101
316217,"316217-AA","21NDHDWQ_WQX-381375","Warsing Dam - Deepest",47.83695,-99.11788
316217,"316217-AA","21NDHDWQ_WQX-381378","Warsing Dam - Fish Flesh",47.83695,-99.11788
343105,"343105-AA","21NDHDWQ_WQX-381380","East Park Lake - Deepest",47.35955,-100.73338
343105,"343105-AA","21NDHDWQ_WQX-381383","East Park Lake - Fish Flesh",47.35955,-100.73338
338659,"338659-AA","21NDHDWQ_WQX-381385","West Park Lake - Deepest",47.36164,-100.7839
338659,"338659-AA","21NDHDWQ_WQX-381386","West Park Lake - Littoral",47.36246,-100.78507
338659,"338659-AA","21NDHDWQ_WQX-381388","West Park Lake - Fish Flesh",47.36164,-100.7839
340819,"340819-AA","21NDHDWQ_WQX-381390","New Johns Lake - Deepest",47.32323,-100.65125
340819,"340819-AA","21NDHDWQ_WQX-381393","New Johns Lake - Fish Flesh",47.32323,-100.65125
341351,"341351-AA","21NDHDWQ_WQX-381395","Heckers Lake - Deepest",47.34056,-100.67102
341351,"341351-AA","21NDHDWQ_WQX-381398","Heckers Lake - Fish Flesh",47.34056,-100.67102
352729,"352729-AA","21NDHDWQ_WQX-381400","Wilson Dam - Deepest",46.17576,-98.75034
352729,"352729-AA","21NDHDWQ_WQX-381402","Wilson Dam - Inlet",46.17506,-98.74994
352729,"352729-AA","21NDHDWQ_WQX-381403","Wilson Dam - Fish Flesh",46.17613,-98.75101
338171,"338171-AA","21NDHDWQ_WQX-381405","Blue Lake - Deepest",47.54201,-100.75042
339022,"339022-AC","21NDHDWQ_WQX-381409","Bowman-Haley Dam - Deepest",45.98517,-103.248191
341170,"341170-AA","21NDHDWQ_WQX-381415","Danzig Dam - Deepest",46.89672,-101.60165
343654,"343654-AA","21NDHDWQ_WQX-381420","Dickinson Dike - Deepest",46.8728,-102.82257
343654,"343654-AA","21NDHDWQ_WQX-381423","Dickinson Dike - Fish Flesh",46.8728,-102.82257
340391,"340391-AA","21NDHDWQ_WQX-381425","Lake Brekken - Deepest",47.54548,-100.894069
340391,"340391-AA","21NDHDWQ_WQX-381428","Lake Brekken - Fish Flesh",47.54548,-100.894069
343060,"343060-AB","21NDHDWQ_WQX-381430","Lake Holmes - Deepest",47.53334,-100.87123
343060,"343060-AB","21NDHDWQ_WQX-381433","Lake Holmes - Fish Flesh",47.53334,-100.87123
329521,"329521-AA","21NDHDWQ_WQX-381435","Leland Dam - Deepest",47.56015,-103.80035
329521,"329521-AA","21NDHDWQ_WQX-381436","Leland Dam - Littoral",47.56062,-103.800399
329521,"329521-AA","21NDHDWQ_WQX-381438","Leland Dam - Fish Flesh",47.56015,-103.80035
331180,"331180-AA","21NDHDWQ_WQX-381440","South Buffalo GAP - Deepest",46.94142,-103.63959
331180,"331180-AA","21NDHDWQ_WQX-381441","South Buffalo GAP - Littoral",46.94164,-103.64028
331180,"331180-AA","21NDHDWQ_WQX-381442","South Buffalo GAP - West Inlet",46.94186,-103.64124
331180,"331180-AA","21NDHDWQ_WQX-381443","South Buffalo GAP - Fish Flesh",46.94142,-103.63959
312526,"312526-AA","21NDHDWQ_WQX-383000","Lake George - Deepest",48.12347,-100.42086
312526,"312526-AA","21NDHDWQ_WQX-383003","Lake George - Fish Flesh",48.12347,-100.42086
313473,"313473-AA","21NDHDWQ_WQX-383005","Buffalo Lodge Lake - Deepest",48.33104,-100.76269
313473,"313473-AA","21NDHDWQ_WQX-383008","Buffalo Lodge Lake - Fish",48.33104,-100.76269
331185,"331185-AA","21NDHDWQ_WQX-383010","Spring Lake - E Basin-Deepest",48.19984,-103.61794
332786,"332786-AA","21NDHDWQ_WQX-383011","Spring Lake - W Basin-Deepest",48.2009,-103.62093
331185,"331185-AA","21NDHDWQ_WQX-383012","Spring Lake - E Basin-Littoral",48.19962,-103.61717
332786,"332786-AA","21NDHDWQ_WQX-383013","Spring Lake - W Basin-Littoral",48.20133,-103.62143
332786,"332786-AA","21NDHDWQ_WQX-383014","Spring Lake - Inlet",48.20073,-103.62203
331185,"331185-AA","21NDHDWQ_WQX-383015","Spring Lake - Fish Flesh",48.19945,-103.6183
342609,"342609-AB","21NDHDWQ_WQX-383025","Lake George - Deepest",46.7388,-99.48943
312676,"312676-AC","21NDHDWQ_WQX-384140","Lake Darling - Deepest",48.45917,-101.585679
311086,"311086-AB","21NDHDWQ_WQX-384151","Upper Des Lacs - N Of Hwy 5",48.83103,-102.101981
337264,"337264-AB","21NDHDWQ_WQX-385033","Lake Oahe",46.24582,-100.56388
339023,"339023-AA","21NDHDWQ_WQX-385154","Lake ILO - Fish Flesh",47.34201,-102.66794
339913,"339913-AA","21NDHDWQ_WQX-385155","Lake Josephine - Fish Flesh",47.17904,-100.00675
339908,"339908-AA","21NDHDWQ_WQX-385160","Rice Lake (Emmons Co) - Fish",46.03751,-100.08129
315713,"315713-AA","21NDHDWQ_WQX-385207","Mooreton Pond - Deepest",46.267767,-96.838414
332238,"332238-AB","21NDHDWQ_WQX-385310","Kettle Lake - Deepest Area",48.60713,-103.62387
343654,"343654-AA","21NDHDWQ_WQX-385313","Dickinson Dike Deepest",46.8723,-102.821501
341114,"341114-AA","21NDHDWQ_WQX-385317","Sheep Creek Dam - Fish Flesh",46.34096,-101.848531
312320,"312320-AA","21NDHDWQ_WQX-385319","Round Lake - Fish Flesh",48.03281,-100.27615
315713,"315713-AA","21NDHDWQ_WQX-385333","Mooreton Pond - Fish Flesh",46.26633,-96.83797
332559,"332559-AA","21NDHDWQ_WQX-385344","South Carlson Lake - Deepest",47.91136,-101.46799
341237,"341237-AA","21NDHDWQ_WQX-385347","East Arroda Lake - Deepest",47.23505,-101.22055
333611,"333611-AA","21NDHDWQ_WQX-385348","Makoti Lake - Deepest",47.88808,-101.798301
341802,"341802-AA","21NDHDWQ_WQX-385349","Belfield Dam - Deepest",46.87901,-103.207291
337628,"337628-AA","21NDHDWQ_WQX-385350","Raleigh Reservoir",46.34842,-101.3699
339036,"339036-AB","21NDHDWQ_WQX-385361","Alkaline Lake (Kidder County)",46.65672,-99.56475
316709,"316709-AA","21NDHDWQ_WQX-385384","Moon Lake - Fish Flesh",46.857,-98.15769
354719,"354719-AA","21NDHDWQ_WQX-385385","Kalmbach Lake - Fish Flesh",46.50478,-98.9902
342175,"342175-AA","21NDHDWQ_WQX-385392","Harmon Lake - Deepest",46.93859,-100.96252
339908,"339908-AA","21NDHDWQ_WQX-385393","Rice Lake (Emmons Co) - Deepest",46.03835,-100.080761
315378,"315378-AA","21NDHDWQ_WQX-385405","Lake Tewaukon - Deepest",45.99547,-97.34581
344229,"344229-AA","21NDHDWQ_WQX-385477","Crystal Springs",46.878706,-99.453805
342038,"342038-AA","21NDHDWQ_WQX-385479","Harmony Lake",47.383092,-101.6494
331525,"331525-AA","21NDHDWQ_WQX-385480","Custer Mine Pond",47.622621,-101.304652
340821,"340821-AA","21NDHDWQ_WQX-385481","Mitchell Lake",47.16882,-100.292135
342600,"342600-AD","21NDHDWQ_WQX-385497","Long Lake",46.74493,-100.057594
337325,"337325-AA","21NDHDWQ_WQX-385508","Kalina Dam",46.147627,-103.475268
337314,"337314-AA","21NDHDWQ_WQX-385510","Lutz Dam",46.188432,-103.578401
342546,"342546-AA","21NDHDWQ_WQX-385511","Mundt Lake",46.320453,-99.267768
312320,"312320-AA","21NDHDWQ_WQX-385512","Round Lake",48.032941,-100.276434
330240,"330240-AA","21NDHDWQ_WQX-385513","Stanley Pond",48.319281,-102.382794
332922,"332922-AA","21NDHDWQ_WQX-385514","Stanley Reservoir",48.293026,-102.390561
330644,"330644-AA","21NDHDWQ_WQX-385515","Stewart Lake",46.348667,-103.438938
351144,"351144-AA","21NDHDWQ_WQX-385528","Blumhardt Lake - Fish Flesh",46.13019,-99.13288
341707,"341707-AA","21NDHDWQ_WQX-385529","Coldwater Lake - Fish Flesh",46.01754,-99.06652
338902,"338902-AA","21NDHDWQ_WQX-385560","Clear Lake",46.230692,-99.429469
351263,"351263-AB","21NDHDWQ_WQX-385567","Moores Lake",46.034842,-98.879071
350480,"350480-AA","21NDHDWQ_WQX-385568","Hehn-Schaffer Lake",46.684149,-99.133808
339907,"339907-AN","21NDHDWQ_WQX-385585","Long Lake",46.648888,-100.204177
371410,"371410-AA","21NEB001_WQX-LBB1BIGIND00","Big Indian Lake (11A) -- Dam -- Site 00",40.062438,-96.694454
371410,"371410-AA","21NEB001_WQX-LBB1BIGIND01","Big Indian Lake (11A) -- Deep Water -- Site 01",40.061916,-96.694298
374320,"374320-AA","21NEB001_WQX-LBB1CUBCRK01","Cub Creek Lake -- Deep Water -- Site 01",40.243582,-97.050564
374320,"374320-AA","21NEB001_WQX-LBB1CUBCRK04","Cub Creek Lake -- Swimming Beach -- Site 04",40.24448,-97.049548
373899,"373899-AB","21NEB001_WQX-LBB1ROCKFD01","Rockford Lake (SRA) -- Deep Water -- Site 01",40.225081,-96.585493
371784,"371784-AA","21NEB001_WQX-LBB2SWNCRK01","Swan Creek Lake (5A) -- Deep Water -- Site 01",40.455628,-97.260962
372650,"372650-AA","21NEB001_WQX-LBB3HASTNG01","Lake Hastings -- Deep Water -- Site 01",40.612142,-98.386888
373237,"373237-AA","21NEB001_WQX-LBB3RECHRG01","Recharge Lake -- Deep Water -- Site 01",40.867998,-97.626551
373237,"373237-AA","21NEB001_WQX-LBB3RECHRG03","Recharge Lake -- Boat Ramp -- Site 03",40.868176,-97.625977
371780,"371780-AA","21NEB001_WQX-LBB3SMTHCK01","Smith Creek Lake -- Deep Water -- Site 01",40.803178,-97.327905
371780,"371780-AA","21NEB001_WQX-LBB3SMTHCK03","Smith Creek Lake -- Boat Ramp -- Site 03",40.803321,-97.328926
373182,"373182-AA","21NEB001_WQX-LBB4AURLDR04","Aurora Leadership Center Lake -- Fishing Dock -- Site 04",40.87489,-97.991279
370863,"370863-AA","21NEB001_WQX-LBB4OXBOWT01","Oxbow Trails Reservoir -- Deep Water -- Site 01",41.07844,-97.16873
370863,"370863-AA","21NEB001_WQX-LBB4OXBOWT03","Oxbow Trails Reservoir -- Boat Ramp -- Site 03",41.077813,-97.169936
366068,"366068-AA","21NEB001_WQX-LEL1DTIMBR03","Dead Timber Lake (SRA) -- Site 03",41.716572,-96.689601
366189,"366189-AA","21NEB001_WQX-LEL1MASKEN00","Maskenthine Reservoir -- Dam -- Site 00",41.974578,-97.23581
366189,"366189-AA","21NEB001_WQX-LEL1MASKEN01","Maskenthine Reservoir -- Deep Water -- Site 01",41.9753,-97.2356
366189,"366189-AA","21NEB001_WQX-LEL1MASKEN03","Maskenthine Reservoir -- Handicap Fishing Pier -- Site 03",41.9757,-97.2362
366484,"366484-AA","21NEB001_WQX-LEL1MPLECK03","Maple Creek Recreation Area Lake -- East Beach -- Site 03",41.71017,-97.25078
366198,"366198-AA","21NEB001_WQX-LEL1PILGER00","Pilger Reservoir -- Dam -- Site 00",42.025903,-97.04237
366198,"366198-AA","21NEB001_WQX-LEL1PILGER01","Pilger Reservoir -- Deep Water -- Site 01",42.027006,-97.042125
366198,"366198-AA","21NEB001_WQX-LEL1PILGER03","Pilger Reservoir -- Boat Ramp -- Site 03",42.026345,-97.04105
366358,"366358-AA","21NEB001_WQX-LEL1WPCITY03","West Point City Lake -- Southwest Shore -- Site 03",41.842601,-96.718121
366358,"366358-AA","21NEB001_WQX-LEL1WSTPNT01","West Point City Lake -- Deep Water -- Site 01",41.842663,-96.717752
366085,"366085-AA","21NEB001_WQX-LEL2LYNSPK03","Lyons City Park Lake -- North Side -- Site 03",41.93669,-96.48164
365958,"365958-AA","21NEB001_WQX-LEL3WILWCK01","Willow Creek Reservoir -- Deep Water -- Site 01",42.179638,-97.558435
366616,"366616-AA","21NEB001_WQX-LEL4SKYVEW00","Skyview Lake -- Dam -- Site 00",42.038077,-97.437028
366616,"366616-AA","21NEB001_WQX-LEL4SKYVEW01","Skyview Lake -- Deep Water -- Site 01",42.0381,-97.4377
371305,"371305-AA","21NEB001_WQX-LLB1LONEST01","Lone Star Reservoir -- Deep Water -- Site 01",40.411796,-97.379793
371305,"371305-AA","21NEB001_WQX-LLB1LONEST03","Lone Star Reservoir -- Boat Ramp -- Site 03",40.413138,-97.380033
371778,"371778-AA","21NEB001_WQX-LLB2ALXND103","Alexandria Lake Nos. 1 & 2 (SRA) -- Bank -- Site 03",40.2334,-97.328289
370834,"370834-AA","21NEB001_WQX-LLB2ALXND301","Alexandria Lake No. 3 (SRA) -- Deep Water -- Site 01",40.232296,-97.333125
370834,"370834-AA","21NEB001_WQX-LLB2ALXND303","Alexandria Lake No. 3 (SRA) -- Bank -- Site 03",40.231983,-97.330987
372145,"372145-AA","21NEB001_WQX-LLB2LBCOVE00","Liberty Cove Lake -- Dam -- Site 00",40.265116,-98.298511
372145,"372145-AA","21NEB001_WQX-LLB2LBCOVE01","Liberty Cove Lake -- Deep Water -- Site 01",40.2655,-98.2987
372145,"372145-AA","21NEB001_WQX-LLB2LBCOVE02","Liberty Cove Lake -- Mid-Lake -- Site 02",40.265956,-98.300455
372145,"372145-AA","21NEB001_WQX-LLB2LBCOVE03","Liberty Cove Lake -- Boat Ramp -- Site 03",40.26499,-98.30059
364854,"364854-AA","21NEB001_WQX-LLO1PIBLLK01","Pibel Lake (SRA) -- Deep Water -- Site 01",41.755976,-98.531527
365518,"365518-AB","21NEB001_WQX-LLO2CALMUS01","Calamus Reservoir -- Deep Water -- Site 01",41.837727,-99.219183
363323,"363323-AA","21NEB001_WQX-LLO2DAVCRK01","Davis Creek Reservoir -- Deep Water -- Site 01",41.4172,-98.7494
364887,"364887-AB","21NEB001_WQX-LLO3SHERMN01","Sherman Reservoir -- Deep Water -- Site 01",41.30762,-98.886996
362367,"362367-AA","21NEB001_WQX-LLP1FRMT0103","Fremont Lake No. 1 (SRA) -- Southwest Side -- Site 03",41.449472,-96.562192
362155,"362155-AA","21NEB001_WQX-LLP1FRMT0201","Fremont Lake No. 2 (SRA) -- Deep Water -- Site 01",41.449329,-96.56436
362155,"362155-AA","21NEB001_WQX-LLP1FRMT0202","Fremont Lake No. 2 (SRA) -- Shoreline -- Site 02",41.44957,-96.56314
362155,"362155-AA","21NEB001_WQX-LLP1FRMT0203","Fremont Lake No. 2 (SRA) -- Boat Ramp -- Site 03",41.449055,-96.562408
361719,"361719-AA","21NEB001_WQX-LLP1FRMT0303","Fremont Lake No. 3 (SRA) -- Northwest Bank -- Site 03",41.450857,-96.569883
362364,"362364-AB","21NEB001_WQX-LLP1FRMT0404","Fremont Lake No. 4 (SRA) -- South Bank -- Site 04",41.450275,-96.574309
362364,"362364-AB","21NEB001_WQX-LLP1FRMT0405","Fremont Lake No. 4 (SRA) -- Northeast Bank -- Site 05",41.450572,-96.572808
362365,"362365-AA","21NEB001_WQX-LLP1FRMT0503","Fremont Lake No. 5 (SRA) -- North Side -- Site 03",41.449244,-96.57369
362365,"362365-AA","21NEB001_WQX-LLP1FRMT0505","Fremont Lake No. 5 (SRA) -- North Bank -- Site 05",41.449569,-96.572308
363274,"363274-AA","21NEB001_WQX-LLP1FRMT0903","Fremont Lake No. 9 (SRA) -- East Bank -- Site 03",41.445581,-96.555849
363274,"363274-AA","21NEB001_WQX-LLP1FRMT0904","Fremont Lake No. 9 (SRA) -- Swimming Beach -- Site 04",41.44576,-96.555811
361930,"361930-AA","21NEB001_WQX-LLP1FRMT1001","Fremont Lake No. 10 (SRA) -- Deep Water -- Site 01",41.444772,-96.555082
362372,"362372-AB","21NEB001_WQX-LLP1FRMT1203","Fremont Lake No. 12 (SRA) -- Southeast Bank -- Site 03",41.439992,-96.533203
361929,"361929-AA","21NEB001_WQX-LLP1FRMT1703","Fremont Lake No. 17 (SRA) -- North Bank -- Site 03",41.44017,-96.54793
361722,"361722-AA","21NEB001_WQX-LLP1FRMT1803","Fremont Lake No. 18 (SRA) -- North Bank -- Site 03",41.438927,-96.542292
363272,"363272-AA","21NEB001_WQX-LLP1FRMT2001","Fremont Lake No. 20 (SRA) -- Deep Water -- Site 01",41.436322,-96.548943
362839,"362839-AA","21NEB001_WQX-LLP1JNEWMN03","Jenny Newman Lake (Platte River State Park) -- Site 03",40.988931,-96.223871
362839,"362839-AA","21NEB001_WQX-LLP1JNEWMN04","Jenny Newman Lake (Platte River State Park) -- Boat Dock -- Site 04",40.988572,-96.223612
362839,"362839-AA","21NEB001_WQX-LLP1JNEWMN05","Jenny Newman Lake (Platte River State Park) -- Lake Inlet -- Site 05",40.989849,-96.22397
362967,"362967-AA","21NEB001_WQX-LLP1LNORTH01","Lake North -- Deep Water -- Site 01",41.488671,-97.354016
362626,"362626-AA","21NEB001_WQX-LLP1LOUIS203","Louisville Lake No. 2 (SRA) -- Near Shore -- Site 03",41.002307,-96.172131
362626,"362626-AA","21NEB001_WQX-LLP1LOUIS204","Louisville Lake No. 2 (SRA) -- Swimming Beach -- Site 04",41.00237,-96.171973
362615,"362615-AA","21NEB001_WQX-LLP1TWORI404","Two Rivers Lake No. 4 (SRA) -- Swimming Beach -- Site 04",41.224635,-96.353402
362778,"362778-AC","21NEB001_WQX-LLP2BLUEST03","Bluestem Lake -- Near South Boat Ramp -- Site 03",40.6267,-96.79436
362778,"362778-AC","21NEB001_WQX-LLP2BLUEST05","Bluestem Lake -- Swimming Beach South of Dam -- Site 05",40.626667,-96.792594
361895,"361895-AB","21NEB001_WQX-LLP2BOWLNG03","Bowling Lake -- South Jetty -- Site 03",40.86465,-96.7851
362584,"362584-AD","21NEB001_WQX-LLP2HOLMES04","Holmes Lake -- Center of North Shore -- Site 04",40.7816,-96.63105
361755,"361755-AE","21NEB001_WQX-LLP2PAWNEE05","Pawnee Lake -- West Beach -- Site 05",40.84585,-96.878403
362988,"362988-AA","21NEB001_WQX-LLP2REDTAL01","Redtail Lake -- Deep Water -- Site 01",41.090025,-96.998547
362988,"362988-AA","21NEB001_WQX-LLP2REDTAL03","Redtail Lake -- Southwest Corner of Lake -- Site 03",41.08843,-96.9988
361919,"361919-AA","21NEB001_WQX-LLP2WANAHO01","Lake Wanahoo -- Deep Water -- Site 01",41.236534,-96.609927
363006,"363006-AB","21NEB001_WQX-LLP2WILDWD01","Wildwood Lake -- Deep Water -- Site 01",41.034843,-96.837843
363006,"363006-AB","21NEB001_WQX-LLP2WILDWD03","Wildwood Lake -- Near East End of Dam -- Site 03",41.035412,-96.836324
363006,"363006-AB","21NEB001_WQX-LLP2WILDWD05","Wildwood Lake -- Near Shore -- Site 05",41.036236,-96.837558
363163,"363163-AA","21NEB001_WQX-LMP1BADER204","Bader Memorial Lake No. 2 -- Swimming Beach -- Site 04",40.986713,-98.151145
361629,"361629-AA","21NEB001_WQX-LMP2ALDALK01","Alda Rest Area Lake (I-80 mile 306.0 N) -- Deep Water -- Site 01",40.801944,-98.490278
361629,"361629-AA","21NEB001_WQX-LMP2ALDALK04","Alda Rest Area Lake (I-80 mile 306.0 N) -- North Shore -- Site 04",40.802636,-98.492462
362698,"362698-AA","21NEB001_WQX-LMP2CHEYNE01","Cheyenne Lake (SRA) -- Deep Water -- Site 01",40.762748,-98.592646
362698,"362698-AA","21NEB001_WQX-LMP2CHEYNE04","Cheyenne Lake (SRA) -- North Shore -- Site 04",40.762965,-98.59348
362451,"362451-AA","21NEB001_WQX-LMP2COOTSH01","Coot Shallows Lake (WMA) -- Deep Water -- Site 01",40.683316,-99.289823
362451,"362451-AA","21NEB001_WQX-LMP2COOTSH04","Coot Shallows Lake (WMA) -- North Shore  -- Site 04",40.684097,-99.289845
362639,"362639-AA","21NEB001_WQX-LMP2ELWOOD01","Elwood Reservoir -- Deep Water -- Site 01",40.6345,-99.8571
361766,"361766-AA","21NEB001_WQX-LMP2EMIDWY04","East Midway Lake -- Near Northwest End of Dam -- Site 04",40.782567,-100.03631
362910,"362910-AA","21NEB001_WQX-LMP2FTKRN104","Ft. Kearny Lake No. 1 (SRA) -- South Beach (NGPC #7) -- Site 04",40.653559,-98.987657
361806,"361806-AA","21NEB001_WQX-LMP2FTKRN204","Ft. Kearny Lake No. 2 (SRA) -- South Shore (NGPC #1) -- Site 04",40.654917,-98.992616
362244,"362244-AA","21NEB001_WQX-LMP2FTKRN304","Ft. Kearny Lake No. 3 (SRA) -- North Shore (NGPC #4) -- Site 04",40.653736,-98.999186
361805,"361805-AA","21NEB001_WQX-LMP2FTKRN404","Ft. Kearny Lake No. 4 (SRA) -- Northwest Shore (NGPC #5) -- Site 04",40.653828,-98.996294
361804,"361804-AA","21NEB001_WQX-LMP2FTKRN504","Ft. Kearny Lake No. 5 (SRA) -- Southwest Shore (NGPC #2) -- Site 04",40.654263,-98.996564
361806,"361806-AA","21NEB001_WQX-LMP2FTKRN604","Ft. Kearny Lake No. 6 (SRA) -- North Shore (NGPC #6) -- Site 04",40.654583,-98.992234
362244,"362244-AA","21NEB001_WQX-LMP2FTKRN704","Ft. Kearny Lake No. 7 (SRA) -- Southwest Shore (NGPC #3) -- Site 04",40.654718,-99.000998
362409,"362409-AB","21NEB001_WQX-LMP2FTMCPH04","Fort McPherson Lake (SWA) -- South Shore -- Site 04",41.048867,-100.524154
361568,"361568-AA","21NEB001_WQX-LMP2GALCYN01","Gallagher Canyon Reservoir -- Deep Water -- Site 01",40.735329,-99.974499
361568,"361568-AA","21NEB001_WQX-LMP2GALCYN03","Gallagher Canyon Reservoir -- Boat Ramp at Dam -- Site 03",40.736317,-99.973094
362854,"362854-AD","21NEB001_WQX-LMP2JEFFRY03","Jeffrey Reservoir -- Boat Ramp -- Site 03",40.954279,-100.398512
362640,"362640-AB","21NEB001_WQX-LMP2JOHNSN01","Johnson Lake -- Deep Water -- Site 01",40.6797,-99.84056
361633,"361633-AC","21NEB001_WQX-LMP2MRMISL04","West Mormon Island Lake (SRA) -- Beach -- Site 04",40.82493,-98.36922
361969,"361969-AC","21NEB001_WQX-LMP2PLUMCR12","Plum Creek Lake -- Inlet -- Site 12",40.722245,-99.940934
361786,"361786-AA","21NEB001_WQX-LMP2SANDCH04","Sandy Channel Lake (SRA) -- Site 04",40.669369,-99.377855
362014,"362014-AA","21NEB001_WQX-LMP2UNPACF04","Union Pacific Lake (SRA) -- North Shore -- Site 04",40.678587,-99.252176
362034,"362034-AA","21NEB001_WQX-LMP2WARAXE01","War Axe Lake (SRA) -- Deep Water -- Site 01",40.723749,-98.734298
362034,"362034-AA","21NEB001_WQX-LMP2WARAXE04","War Axe Lake (SRA) -- North Shore -- Site 04",40.72431,-98.735347
362414,"362414-AA","21NEB001_WQX-LMP2WGOTHN01","West Gothenburg Lake (WMA) -- Deep Water -- Site 01",40.986666,-100.302838
362414,"362414-AA","21NEB001_WQX-LMP2WGOTHN04","West Gothenburg Lake (WMA) -- North Shore -- Site 04",40.987062,-100.30233
363143,"363143-AA","21NEB001_WQX-LMP2WNDML104","Windmill Lake No. 1 (SRA) -- North Shore -- Site 04",40.705298,-98.843454
362914,"362914-AA","21NEB001_WQX-LMP2WNDML204","Windmill Lake No. 2 (SRA) -- North Shore -- Site 04",40.706258,-98.841631
362914,"362914-AA","21NEB001_WQX-LMP2WNDML304","Windmill Lake No. 3 (SRA) -- North Shore -- Site 04",40.706696,-98.840216
361810,"361810-AA","21NEB001_WQX-LMP2WNDML404","Windmill Lake No. 4 (SRA) -- Northeast Shore -- Site 04",40.707213,-98.837494
363144,"363144-AA","21NEB001_WQX-LMP2WNDML504","Windmill Lake No. 5 (SRA) -- Beach -- Site 04",40.707719,-98.835582
362251,"362251-AA","21NEB001_WQX-LMP2WNDML604","Windmill Lake No. 6 (SRA) -- North Shore -- Site 04",40.709422,-98.84326
10039,"10039-AA","21NEB001_WQX-LMT1BENPRK03","Benson Park Lake (Omaha) -- Site 03",41.297546,-96.019525
4863,"4863-AC","21NEB001_WQX-LMT1CARTER03","Carter Lake (Omaha) -- North Shore Boat Ramp -- Site 03",41.30372,-95.91317
115939,"115939-AA","21NEB001_WQX-LMT1CRYSCV01","Crystal Cove Lake (South Sioux City) -- Deep Water -- Site 01",42.452238,-96.431427
115939,"115939-AA","21NEB001_WQX-LMT1CRYSCV03","Crystal Cove Lake (South Sioux City) -- Boat Ramp -- Site 03",42.452121,-96.429758
99482,"99482-AE","21NEB001_WQX-LMT1GCUNNL05","Glenn Cunningham Lake (Site No. 11) -- Boat Ramp -- Site 05",41.340451,-96.047121
10042,"10042-AA","21NEB001_WQX-LMT1HALPRK03","Halleck Park Lake (Papillion) -- Site 03",41.15327,-96.03178
104569,"104569-AA","21NEB001_WQX-LMT1MILPRK03","Miller Park Lake (Omaha) -- Site 03",41.316153,-95.951579
111821,"111821-AA","21NEB001_WQX-LMT1SUMMIT00","Summit Lake -- Dam -- Site 00",41.766078,-96.284066
111821,"111821-AA","21NEB001_WQX-LMT1SUMMIT01","Summit Lake -- Deep Water -- Site 01",41.7654,-96.2838
355974,"355974-AA","21NEB001_WQX-LMT2BKHILL00","Buckskin Hills Lake -- Dam -- Site 00",42.629153,-96.923486
355974,"355974-AA","21NEB001_WQX-LMT2BKHILL01","Buckskin Hills Lake -- Deep Water -- Site 01",42.6284,-96.9241
356274,"356274-AA","21NEB001_WQX-LMT2POWDER01","Powder Creek Lake -- Deep Water -- Site 01",42.588507,-96.831415
